ID,Section,Lab-01,Lab-02,Lab-03,Lab-04,Lab-05,Lab-06,Lab-07,Lab-08,Lab-09 (17.5),Lab-10,Best 8,Normalize,Compre quiz(60),Total,Total
2022A1PS0661P,P14N,0,15.5,17.5,16,0,16.5,16.5,17.5,17,0,116.5,117.3381295,17,134.338129,135
2022A1PS0824P,P14N,17.5,16.5,17.5,17.5,17.5,16.5,17.5,16.5,16.5,16.5,137,137.9856115,29,166.985612,167
2022A1PS0903P,P14N,17,17.5,17.5,17.5,16.5,17,17.5,0,17.5,17,138.5,139.4964029,28,167.496403,168
2022A2PS0853P,P14N,13,0,0,17.5,11.5,16.5,17.5,14,15.5,16.5,122,122.8776978,0.5,123.377698,124
2022A2PS1029P,P14N,14,17.5,17.5,16.5,17.5,16.5,17.5,14.5,15.5,0,133,133.9568345,18,151.956835,152
2022A2PS1166P,P14N,17.5,14.5,17.5,17.5,17.5,5.5,16.5,17.5,17,0,135.5,136.4748201,32.5,168.97482,169
2022A2PS1688P,P14N,17,12,17.5,14.5,16.5,16.5,17,16.5,17.5,0,133,133.9568345,12.5,146.456835,147
2022A2PS1726P,P14N,11.5,17,17.5,17.5,0,17.5,16,17.5,17.5,17.5,138,138.9928058,17,155.992806,156
2022A3PS0265P,P14N,17.5,17,17.5,17,17.5,16,0,16.5,17.5,14.5,136.5,137.4820144,33.5,170.982014,171
2022A3PS0399P,P14N,14.5,17.5,16.5,17.5,13.5,17.5,5.5,5.5,0,17,119.5,120.3597122,40.5,160.859712,161
2022A3PS0492P,P14N,17.5,16.5,15.5,17.5,16.5,17.5,16.5,14,16.5,17.5,136,136.9784173,29.5,166.478417,167
2022A3PS0538P,P14N,14.5,0,0,12.5,0,15.5,0,13.5,15,16.5,87.5,88.1294964,26.5,114.629496,115
2022A4PS0449P,P14N,14.5,17.5,17.5,17.5,16,17.5,16,17.5,17.5,17,138,138.9928058,39.5,178.492806,179
2022A4PS0651P,P14N,0,15,17.5,17,17.5,16,0,17.5,0,16.5,117,117.8417266,27,144.841727,145
2022A4PS0798P,P14N,17.5,17.5,16.5,17.5,17.5,16.5,17,17.5,17.5,17,139,140,40,180,180
2022A5PS1445P,P14N,17,16.5,17.5,17,14.5,0,0,0,0,0,82.5,83.09352518,23,106.093525,107
2022A5PS1461P,P14N,17.5,17.5,17.5,17,14,13,16.5,0,0,17,130,130.9352518,23.5,154.435252,155
2022A7PS0003P,P14N,17.5,16.5,16.5,17.5,17.5,17.5,16,16.5,16.5,0,136,136.9784173,33.5,170.478417,171
2022A7PS0013P,P14N,17,17.5,17,17.5,17,17.5,16.5,17,16.5,17.5,138,138.9928058,38,176.992806,177
2022A7PS0055P,P14N,17.5,16.5,16.5,17.5,15.5,17,17.5,5.5,16.5,17,136,136.9784173,48.5,185.478417,186
2022A7PS0069P,P14N,11.5,11.5,16.5,14.5,14.5,17.5,0,5.5,16.5,17.5,120,120.8633094,0,120.863309,121
2022A7PS0074P,P14N,16.5,16.5,17,17.5,0,17.5,0,12.5,16.5,17,131,131.942446,23.5,155.442446,156
2022A7PS0084P,P14N,17,15.5,16.5,17.5,17.5,0,17.5,17.5,11,16.5,135.5,136.4748201,35,171.47482,172
2022A7PS0109P,P14N,17,17,16.5,16,17.5,15.5,16.5,17.5,17.5,17.5,137,137.9856115,0,137.985612,138
2022A7PS0121P,P14N,16,16,17.5,17.5,17.5,16.5,17.5,15,16.5,17.5,136.5,137.4820144,17,154.482014,155
2022A7PS0132P,P14N,17.5,17.5,16.5,16.5,14.5,16.5,17.5,16.5,15,16.5,135,135.971223,45.5,181.471223,182
2022A7PS0177P,P14N,17.5,16,17,17.5,17.5,16.5,17.5,17.5,16.5,16.5,137.5,138.4892086,41.5,179.989209,180
2022A7PS0178P,P14N,16.5,15.5,0,17,17.5,16.5,17.5,17.5,10.5,16.5,134.5,135.4676259,50,185.467626,186
2022A8PS0570P,P14N,17.5,16.5,15.5,17.5,17.5,16.5,17,17.5,16.5,15,136.5,137.4820144,32.5,169.982014,170
2022AAPS0194P,P14N,16.5,17.5,16.5,17.5,17.5,16.5,17.5,17.5,17,17.5,138.5,139.4964029,25.5,164.996403,165
2022AAPS0231P,P14N,16.5,17.5,0,16.5,17.5,16.5,16.5,13.5,16.5,17.5,135,135.971223,38.5,174.471223,175
2022AAPS0300P,P14N,15.5,17,16.5,17.5,17.5,17.5,16.5,17.5,17.5,17.5,138.5,139.4964029,30,169.496403,170
2022AAPS0369P,P14N,16.5,13.5,17.5,17.5,16.5,17,17.5,17.5,17.5,17,138,138.9928058,39.5,178.492806,179
2022ABPS1019P,P14N,15.5,16.5,0,0,0,17.5,0,16,16.5,17,99,99.71223022,17,116.71223,117
2022B1PS1128P,P14N,17.5,17.5,17.5,17.5,17.5,15.5,17,17.5,0,16.5,138.5,139.4964029,20,159.496403,160
2022B2PS0939P,P14N,15.5,17.5,16,17.5,15.5,17.5,17.5,15.5,16.5,17.5,135.5,136.4748201,26,162.47482,163
2022B2PS1739P,P14N,17.5,17.5,16.5,17.5,17.5,16.5,17,17,17.5,0,138,138.9928058,11.5,150.492806,151
2022B2PS1741P,P14N,0,17.5,12.5,11.5,17.5,16.5,17,17.5,17.5,0,127.5,128.4172662,5,133.417266,134
2022B3PS0417P,P14N,16.5,17.5,17.5,5.5,0,0,10.5,16.5,16.5,17.5,118,118.8489209,33,151.848921,152
2022B3PS0581P,P14N,17,17,16.5,17.5,17.5,17.5,17,17,16.5,17.5,138,138.9928058,24.5,163.492806,164
2022B3PS0650P,P14N,17.5,17.5,17.5,17.5,17,17,16.5,16,16.5,17.5,138,138.9928058,38,176.992806,177
2022B4PS0596P,P14N,17,17.5,17,17.5,17.5,16.5,16.5,17.5,17,17.5,138.5,139.4964029,41,180.496403,181
2022B4PS0822P,P14N,17,17.5,0,16,16.5,17.5,17,16.5,17.5,17.5,137,137.9856115,22.5,160.485612,161
2022B4TS1516P,P14N,17.5,17.5,17.5,17.5,17,17.5,16,16,17,0,137.5,138.4892086,26,164.489209,165
2022B5PS0636P,P14N,17.5,17.5,17.5,5.5,17.5,17.5,16.5,17.5,17.5,0,139,140,43.5,183.5,184
2022B5PS0779P,P14N,17.5,16.5,17.5,0,17.5,17.5,16.5,17.5,17,17.5,138.5,139.4964029,14.5,153.996403,154
2022B5PS0889P,P14N,17,16,17.5,16.5,16.5,16.5,16.5,17,17.5,0,135,135.971223,20.5,156.471223,157
2022B5PS0956P,P14N,17,13.5,17.5,16,17.5,0,17.5,17.5,17.5,0,134,134.9640288,42,176.964029,177
2022B5PS1324P,P14N,17.5,17,17.5,16.5,17.5,17,17.5,13.5,0,0,134,134.9640288,20.5,155.464029,156
2022B5TS1529P,P14N,17,17,16.5,14.5,16.5,16,16.5,17.5,17.5,17.5,136,136.9784173,15,151.978417,152
2022A1PS0900P,P15N,14,15.5,11.5,17.5,17,17.5,16.5,14.5,17.5,17,133,136.9117647,15.5,152.411765,153
2022A1PS0946P,P15N,15.5,15.5,17.5,16.5,17,17.5,15.5,16,0,17,132.5,136.3970588,7,143.397059,144
2022A2PS1039P,P15N,15,16.5,17,17,15.5,0,0,12,15.5,0,108.5,111.6911765,20,131.691176,132
2022A2PS1071P,P15N,11.5,15.5,14.5,14.5,17,16.5,16.5,15,15.5,15.5,126,129.7058824,32.5,162.205882,163
2022A2PS1153P,P15N,16.5,16,17.5,17.5,17.5,17.5,12,0,17,17,136.5,140.5147059,35,175.514706,176
2022A2PS1700P,P15N,0,16.5,16.5,15.5,16,17.5,16,16,17,0,131,134.8529412,15,149.852941,150
2022A3PS0282P,P15N,15.5,16.5,17.5,16,16.5,17.5,16.5,15,15,17,133,136.9117647,32.5,169.411765,170
2022A3PS0420P,P15N,11,16.5,16.5,16.5,16,17.5,17,16.5,15,17,133.5,137.4264706,38.5,175.926471,176
2022A3PS0455P,P15N,15,16.5,16.5,17,16,16,16,17.5,17.5,17,134,137.9411765,37,174.941176,175
2022A5PS1410P,P15N,13,14,17,17,16.5,17.5,16,16.5,17.5,17,135,138.9705882,46,184.970588,185
2022A7PS0047P,P15N,17,16.5,16.5,16.5,16.5,16,16,15.5,17.5,17,133.5,137.4264706,31.5,168.926471,169
2022A7PS0052P,P15N,17,16.5,16.5,16.5,0,13.5,0,15.5,17.5,17,130,133.8235294,47.5,181.323529,182
2022A7PS0111P,P15N,17,16.5,14.5,17.5,16.5,0,4.5,0,5,0,91.5,94.19117647,33.5,127.691176,128
2022A7PS0135P,P15N,16.5,16.5,16,16.5,17,17,15.5,17,17,17,134.5,138.4558824,8,146.455882,147
2022A7PS0136P,P15N,15.5,14,16.5,16,16.5,0,0,15,16,17,126.5,130.2205882,29.5,159.720588,160
2022A7PS0146P,P15N,16,14,14,16.5,14.5,0,17,17,15.5,17,127.5,131.25,42.5,173.75,174
2022A7PS0147P,P15N,16,16,12.5,1.5,17,16.5,17,15,16.5,17,131,134.8529412,40,174.852941,175
2022A7PS0150P,P15N,14.5,14,16.5,16.5,16,16,15,15,16.5,17,128.5,132.2794118,36,168.279412,169
2022A7PS0166P,P15N,14,16,16,17,17.5,17.5,5,0,17,17,132,135.8823529,40.5,176.382353,177
2022A7PS0184P,P15N,15,16.5,16,16.5,17.5,0,4.5,0,5,16.5,107.5,110.6617647,46.5,157.161765,158
2022A7PS0190P,P15N,16.5,16.5,17,16.5,17,16.5,17,17,16.5,0,134,137.9411765,20.5,158.441176,159
2022A8PS0408P,P15N,17,15.5,17,16,16.5,16.5,11,0,17.5,16,132,135.8823529,26,161.882353,162
2022A8PS0515P,P15N,14.5,16.5,16,16,17,0,14.5,17.5,17.5,5,129.5,133.3088235,37,170.308824,171
2022A8PS0590P,P15N,15,15,0,14,0,12,14.5,17,17,16,120.5,124.0441176,38,162.044118,163
2022A8PS0611P,P15N,16,16.5,11,17.5,16,16.5,14.5,17.5,17.5,16.5,134,137.9411765,39.5,177.441176,178
2022AAPS0235P,P15N,14.5,16.5,17,16,0,16.5,15,17,17,5,129.5,133.3088235,36.5,169.808824,170
2022AAPS0240P,P15N,17,15.5,17.5,16.5,17,16.5,15,17,0,0,132,135.8823529,40,175.882353,176
2022AAPS0255P,P15N,17,16.5,17,14.5,17,16.5,15,0,0,16.5,130,133.8235294,5,138.823529,139
2022AAPS0347P,P15N,16,15,16.5,16,5.5,0,0,15.5,16.5,16.5,117.5,120.9558824,19.5,140.455882,141
2022ABPS1002P,P15N,0,15.5,15,0,17.5,0,16.5,0,0,0,64.5,66.39705882,16.5,82.8970588,83
2022ABPS1048P,P15N,13,15.5,17,17.5,17.5,15.5,0,17,0,15,128,131.7647059,15,146.764706,147
2022ABPS1138P,P15N,14,15.5,13.5,17.5,14.5,17.5,17,17,5.5,0,126.5,130.2205882,10,140.220588,141
2022B1PS1131P,P15N,16.5,15.5,10,17.5,17.5,17.5,17,17,17,16,136,140,36,176,176
2022B1PS1723P,P15N,0,16,15,15,16.5,0,16.5,15.5,5.5,0,100,102.9411765,29,131.941176,132
2022B2PS0852P,P15N,16,15.5,17,17.5,17.5,17.5,17.5,17,5.5,16,136,140,32.5,172.5,173
2022B3PS0495P,P15N,16.5,16,17,17,17.5,15.5,16.5,17,17.5,16,135,138.9705882,51,189.970588,190
2022B3PS0524P,P15N,13,15.5,0,17.5,17.5,0,17.5,17,16,16,130,133.8235294,22,155.823529,156
2022B3PS0559P,P15N,17,15.5,17,17.5,17,15.5,16,17,5.5,16,133,136.9117647,43.5,180.411765,181
2022B3PS0630P,P15N,13.5,15.5,17,17,16,15.5,17,17,0,15,130,133.8235294,32.5,166.323529,167
2022B3TS1513P,P15N,17,15.5,17,16,17.5,17.5,16.5,17,0,16,134.5,138.4558824,10,148.455882,149
2022B4PS0574P,P15N,15.5,10.5,16.5,17.5,14.5,17,16.5,16,17,17,133,136.9117647,31.5,168.411765,169
2022B4PS0592P,P15N,15.5,16.5,16,17.5,16.5,17,12,0,16,17,132,135.8823529,25,160.882353,161
2022B4PS0739P,P15N,16.5,15.5,17,15,16.5,17.5,16.5,15.5,0,17,132,135.8823529,21.5,157.382353,158
2022B4PS0794P,P15N,15.5,17,17,17.5,15,17.5,16,4.5,0,16,131.5,135.3676471,25,160.367647,161
2022B4PS0912P,P15N,15.5,15.5,14.5,14.5,14,17,16.5,5,16,17,126.5,130.2205882,17.5,147.720588,148
2022B4PS0935P,P15N,15.5,16.5,16,14.5,17,16.5,16.5,0,17,17,132,135.8823529,38.5,174.382353,175
2022B4PS1314P,P15N,15.5,16.5,17,5,0,17.5,16.5,5,0,17,110,113.2352941,25,138.235294,139
2022B5PS0289P,P15N,15.5,17,16.5,14,16,17.5,16,17,17,17,134,137.9411765,49.5,187.441176,188
2022B5PS0865P,P15N,16,17,17.5,14,17.5,17.5,16,16,17,17,135.5,139.4852941,32.5,171.985294,172
2022B5PS0968P,P15N,16,16,17,14.5,0,17.5,16.5,5,16,17,130.5,134.3382353,28.5,162.838235,163
2022D2TS1546P,P15N,15.5,16.5,17,17.5,16,17,16.5,16,16,17,133.5,137.4264706,9.5,146.926471,147
2022A1PS0714P,P16N,15.5,17.5,17,17.5,17,17.5,5.5,16.5,17,5.5,135.5,137.9636364,18.5,156.463636,157
2022A1PS0742P,P16N,16.5,17.5,13,16.5,16,16.5,16,16.5,17,15.5,132.5,134.9090909,31.5,166.409091,167
2022A1PS0820P,P16N,16,15.5,16.5,15,17,17.5,16.5,16.5,15,16.5,132,134.4,19,153.4,154
2022A1PS0959P,P16N,14.5,16.5,14.5,12.5,17.5,17,16.5,16.5,15.5,17.5,131.5,133.8909091,36.5,170.390909,171
2022A1PS1001P,P16N,12,17.5,16,13,17,17.5,0,16,15,17,129,131.3454545,26.5,157.845455,158
2022A1PS1043P,P16N,16.5,17.5,14,15.5,17,16.5,17,16.5,17.5,17.5,136,138.4727273,23,161.472727,162
2022A3PS0410P,P16N,15,10.5,13,15.5,16.5,0,5.5,15,5.5,0,96.5,98.25454545,24,122.254545,123
2022A3PS0457P,P16N,16,16.5,15.5,16,17,16,16,0,17.5,17.5,132.5,134.9090909,37.5,172.409091,173
2022A3PS0478P,P16N,15.5,17.5,13.5,16.5,17,17.5,16,16.5,15.5,17.5,134,136.4363636,27.5,163.936364,164
2022A3PS0484P,P16N,4.5,0,14.5,0,17,16,13,16.5,17,17.5,116,118.1090909,26.5,144.609091,145
2022A3PS0504P,P16N,5.5,16.5,0,5.5,5.5,16.5,16,16.5,5.5,17.5,99.5,101.3090909,26,127.309091,128
2022A4PS0466P,P16N,14,16,15.5,15.5,17,17.5,11.5,15.5,17,5.5,128,130.3272727,36.5,166.827273,167
2022A4PS0676P,P16N,15,15,15,5.5,17,17.5,16.5,16.5,17.5,0,130,132.3636364,28,160.363636,161
2022A4PS0689P,P16N,16,17.5,17.5,17.5,17,17,14,16,17,17.5,137,139.4909091,17.5,156.990909,157
2022A4PS0716P,P16N,15.5,5.5,0,14.5,17,17.5,16.5,16.5,14.5,16.5,128.5,130.8363636,21,151.836364,152
2022A4PS0738P,P16N,15,14.5,13,15,16.5,0,15.5,16,14,17,123.5,125.7454545,31,156.745455,157
2022A4PS0781P,P16N,15.5,17.5,15,17.5,17,5.5,0,16.5,15.5,16.5,131,133.3818182,40,173.381818,174
2022A4PS0911P,P16N,15,12.5,15,14.5,17,17.5,12.5,17.5,15.5,17.5,129.5,131.8545455,20.5,152.354545,153
2022A4PS0925P,P16N,14.5,5.5,0,17.5,17,17.5,17,17.5,15,14.5,130.5,132.8727273,9.5,142.372727,143
2022A5PS1442P,P16N,15.5,16,15.5,16.5,17,15.5,0,16.5,15,17.5,130,132.3636364,20.5,152.863636,153
2022A5PS1451P,P16N,5.5,0,0,0,5.5,0,0,0,0,5.5,16.5,16.8,6.5,23.3,24
2022A7PS0031P,P16N,16,16.5,17.5,17.5,17.5,17.5,15.5,16,17.5,17.5,137.5,140,14,154,154
2022A7PS0042P,P16N,16,15.5,16,17.5,17,16.5,16.5,16.5,17.5,17.5,135,137.4545455,35,172.454545,173
2022A7PS0065P,P16N,15,17,14.5,17.5,17,17.5,16,16.5,17.5,17.5,136.5,138.9818182,39,177.981818,178
2022A7PS0081P,P16N,16,17.5,15,17,17,0,15.5,16.5,15,17.5,132,134.4,40.5,174.9,175
2022A7PS0085P,P16N,17,17.5,15,17,17,16.5,15.5,16.5,15,17.5,134.5,136.9454545,35,171.945455,172
2022A7PS0105P,P16N,12,11.5,17,17.5,0,17.5,14,17.5,17,17.5,130,132.3636364,15,147.363636,148
2022A7PS0140P,P16N,17,17.5,16,17.5,17.5,17,5.5,16,15,16,134.5,136.9454545,39.5,176.445455,177
2022A7PS0165P,P16N,16,17,16,16.5,17,17.5,16.5,16.5,17.5,17.5,136,138.4727273,40.5,178.972727,179
2022A7PS0170P,P16N,16.5,11,15,17,17,16.5,17,17,17.5,16.5,135,137.4545455,45.5,182.954545,183
2022A7PS0183P,P16N,13,9,14.5,14.5,17,17.5,16.5,16.5,15.5,17,129,131.3454545,40.5,171.845455,172
2022A8PS0481P,P16N,0,16.5,12,16.5,14,0,0,16,14,13.5,102.5,104.3636364,46.5,150.863636,151
2022A8PS0539P,P16N,16,16.5,16.5,17.5,17,17,16.5,17.5,5.5,0,134.5,136.9454545,34,170.945455,171
2022A8PS0540P,P16N,15.5,17,15,17.5,0,17.5,17,17.5,17.5,17.5,137,139.4909091,36.5,175.990909,176
2022A8PS0567P,P16N,16.5,17.5,12.5,16.5,17,17.5,15,16.5,15.5,17.5,134.5,136.9454545,38,174.945455,175
2022A8PS0591P,P16N,14,17,14,15,17,15.5,5.5,0,15,14.5,122,124.2181818,19,143.218182,144
2022AAPS0021P,P16N,16,15.5,14.5,15,17,17.5,16.5,16.5,15.5,16.5,131,133.3818182,19.5,152.881818,153
2022AAPS0028P,P16N,15.5,9.5,14,15.5,17,17.5,15.5,16.5,17.5,17,132,134.4,29,163.4,164
2022AAPS0198P,P16N,13.5,16.5,11.5,17,14.5,17,14,17,17,17.5,130.5,132.8727273,40,172.872727,173
2022AAPS0207P,P16N,16,17.5,13,16,16,16.5,16,16.5,15,17.5,132,134.4,42,176.4,177
2022AAPS0214P,P16N,10.5,17,14.5,14.5,17,16,14,16.5,15.5,15.5,126.5,128.8,34.5,163.3,164
2022AAPS0257P,P16N,15,17,5.5,0,0,0,0,0,0,0,37.5,38.18181818,22.5,60.6818182,61
2022AAPS0311P,P16N,16,5,14,16.5,17,16.5,17,15.5,15,17,130.5,132.8727273,46.5,179.372727,180
2022AAPS0326P,P16N,0,13.5,15,13,17,16,15.5,16,15,16.5,124.5,126.7636364,31.5,158.263636,159
2022AAPS0363P,P16N,16,17.5,13.5,16.5,16,17.5,0,16.5,14.5,15.5,130,132.3636364,26.5,158.863636,159
2022B1TS1540P,P16N,15,17.5,15,14.5,17,0,8.5,16,14,0,117.5,119.6363636,0,119.636364,120
2022B2PS1705P,P16N,16,17.5,15.5,17.5,17.5,17.5,16.5,16,17,17.5,137,139.4909091,26.5,165.990909,166
2022B2TS1538P,P16N,16.5,9.5,14.5,15.5,17,15.5,9,16.5,14.5,13,123,125.2363636,10.5,135.736364,136
2022B3PS1269P,P16N,16,14.5,17.5,9.5,17,17,16.5,16.5,0,17.5,132.5,134.9090909,37,171.909091,172
2022B4PS0685P,P16N,17,15.5,15.5,13,17,16.5,16,13,15.5,17.5,130.5,132.8727273,51,183.872727,184
2022B5PS0701P,P16N,5.5,17,5.5,0,14.5,14,13,16.5,14.5,17.5,112.5,114.5454545,29.5,144.045455,145
2022A1PS1668P,P17N,16.5,14.5,0,17.5,17.5,16.5,17,0,17.5,17.5,134.5,134.9820789,6.5,141.482079,142
2022A2PS1083P,P17N,16.5,17,13,17.5,17.5,17.5,16.5,14.5,17.5,17.5,137.5,137.9928315,32,169.992832,170
2022A2PS1710P,P17N,16.5,0,14.5,16.5,14.5,17,15.5,0,15.5,17.5,127.5,127.9569892,11.5,139.456989,140
2022A3PS0447P,P17N,17,17.5,13,17.5,17.5,16.5,16.5,15,17.5,0,135,135.483871,45,180.483871,181
2022A3PS0503P,P17N,17,17,14,17.5,16.5,17.5,15.5,14.5,17,0,132.5,132.9749104,27,159.97491,160
2022A3PS0526P,P17N,16.5,17.5,16,17,17.5,16.5,16,0,0,17.5,134.5,134.9820789,15,149.982079,150
2022A4PS0617P,P17N,17,17.5,14,17.5,16.5,17.5,16,16.5,0,17.5,136,136.4874552,28,164.487455,165
2022A4PS0843P,P17N,17,17,15,17.5,17,17.5,16.5,16.5,17.5,17.5,137.5,137.9928315,12.5,150.492832,151
2022A4PS0855P,P17N,16.5,17.5,0,0,16.5,17.5,15,16.5,17.5,17.5,134.5,134.9820789,24,158.982079,159
2022A4PS0915P,P17N,16.5,17,16,17.5,16.5,16.5,17,0,17.5,17.5,136,136.4874552,9.5,145.987455,146
2022A4PS0955P,P17N,16.5,17,16,17,16.5,17.5,17,16.5,17.5,0,135.5,135.9856631,9.5,145.485663,146
2022A4PS1562P,P17N,16.5,17,15,16.5,17.5,16.5,16.5,0,17,17.5,135,135.483871,26,161.483871,162
2022A5PS1463P,P17N,16.5,17.5,14,17.5,0,17,5.5,16.5,17,17.5,133.5,133.9784946,10.5,144.478495,145
2022A7PS0068P,P17N,16.5,17,12.5,17,17.5,17.5,12.5,16,17,17.5,136,136.4874552,17.5,153.987455,154
2022A7PS0079P,P17N,16.5,16.5,16,17,17.5,17,16.5,0,17.5,17.5,136,136.4874552,16.5,152.987455,153
2022A7PS0103P,P17N,16.5,17.5,15.5,14.5,15.5,17.5,17,17.5,17.5,17.5,136.5,136.9892473,37.5,174.489247,175
2022A7PS0107P,P17N,16.5,17,13.5,17,17.5,17.5,0,17.5,15,17,135,135.483871,16.5,151.983871,152
2022A7PS0125P,P17N,16.5,17,14.5,17,17.5,17.5,0,,15,17.5,118,118.4229391,22.5,140.922939,141
2022A7PS0134P,P17N,16.5,17,13,17,0,17.5,16,0,17.5,0,114.5,114.9103943,30,144.910394,145
2022A7PS0143P,P17N,16.5,17,16,17,17.5,17.5,0,17,15,17.5,136,136.4874552,7.5,143.987455,144
2022A7PS0145P,P17N,16.5,17.5,17,16,17.5,17.5,0,16.5,15,17.5,136,136.4874552,50.5,186.987455,187
2022A7PS0152P,P17N,16.5,17.5,17,17.5,17.5,17.5,0,17.5,17.5,17.5,139.5,140,42,182,182
2022A7PS0153P,P17N,0,17.5,17.5,17,17.5,17,17,16.5,15.5,17.5,137.5,137.9928315,42.5,180.492832,181
2022AAPS0215P,P17N,16.5,17.5,16,16.5,16.5,17.5,5.5,0,15.5,17.5,133.5,133.9784946,52.5,186.478495,187
2022AAPS0222P,P17N,16.5,17.5,16,17,16.5,17.5,5.5,16.5,15.5,17.5,135,135.483871,57.5,192.983871,193
2022AAPS0241P,P17N,16.5,17.5,15,16,15.5,17.5,16.5,17.5,17,17.5,136,136.4874552,27.5,163.987455,164
2022AAPS0250P,P17N,0,17.5,16,16.5,17.5,15.5,0,16.5,15.5,17.5,132.5,132.9749104,18,150.97491,151
2022AAPS0322P,P17N,13,17.5,14,15,12.5,5.5,0,0,13,17.5,108,108.3870968,1.5,109.887097,110
2022ABPS1034P,P17N,13,17,10.5,16,13.5,0,16.5,16.5,15,0,118,118.4229391,12.5,130.922939,131
2022B1PS1095P,P17N,13,17.5,14.5,17,16.5,0,17.5,17.5,15.5,17.5,133.5,133.9784946,40,173.978495,174
2022B1PS1151P,P17N,13,17.5,14.5,17,13.5,5.5,0,5.5,15,17.5,113.5,113.90681,15,128.90681,129
2022B1PS1362P,P17N,13,17.5,17,17,17.5,17.5,0,17.5,17.5,17.5,139,139.4982079,21.5,160.998208,161
2022B2PS1070P,P17N,13,17.5,16.5,16,17.5,17.5,0,16.5,17.5,17.5,136.5,136.9892473,32,168.989247,169
2022B2PS1694P,P17N,0,17.5,16.5,17.5,0,17.5,16,16.5,17.5,17.5,136.5,136.9892473,32,168.989247,169
2022B3PS0413P,P17N,16,17.5,14.5,15.5,17.5,17.5,15.5,17.5,0,0,131.5,131.9713262,40.5,172.471326,173
2022B3PS0608P,P17N,16,14.5,14.5,16,17,17.5,16.5,0,15,17.5,130,130.4659498,20,150.46595,151
2022B3PS0612P,P17N,16,17.5,15,15.5,17.5,17.5,5.5,16.5,15.5,17.5,133.5,133.9784946,37,170.978495,171
2022B3PS0614P,P17N,16,17.5,15,17.5,17.5,17.5,17.5,17.5,15,17.5,138.5,138.9964158,36.5,175.496416,176
2022B4PS0681P,P17N,16,17.5,17,14,17.5,17.5,0,17,15,17.5,135,135.483871,20.5,155.983871,156
2022B4PS0727P,P17N,16,14.5,16.5,0,0,16.5,16.5,17.5,17.5,16,131,131.4695341,22.5,153.969534,154
2022B4PS1038P,P17N,16,17.5,16,17,17,16.5,0,17.5,17.5,17,136,136.4874552,35.5,171.987455,172
2022B4TS1524P,P17N,16,17.5,14.5,16,17.5,17.5,16.5,17.5,17.5,17,137,137.4910394,10.5,147.991039,148
2022B4TS1525P,P17N,16,17.5,15.5,15,17.5,17.5,16.5,17.5,17.5,0,135.5,135.9856631,21,156.985663,157
2022B5PS0488P,P17N,16,17,17,15.5,16.5,16.5,0,0,17,16.5,132,132.4731183,40,172.473118,173
2022B5PS0743P,P17N,16,17,17,17.5,17.5,16.5,0,16.5,0,15.5,133.5,133.9784946,13,146.978495,147
2022B5PS0770P,P17N,5.5,17.5,17,0,16.5,16.5,15,17.5,15,15.5,130.5,130.9677419,26,156.967742,157
2022B5PS0793P,P17N,16,17,16,16.5,16,17.5,13.5,5.5,0,15.5,128,128.4587814,28.5,156.958781,157
2022B5PS0971P,P17N,16,17.5,16,17.5,16.5,17.5,16,17.5,5.5,16,134.5,134.9820789,39.5,174.482079,175
2022D2TS1542P,P17N,16,17,15.5,17.5,17.5,17,16.5,5.5,0,17.5,134.5,134.9820789,15,149.982079,150
2022D2TS1551P,P17N,16,16.5,15,17.5,17.5,17.5,13.5,16.5,17.5,15.5,134.5,134.9820789,19,153.982079,154
2022A1PS0589P,P18N,16,17.5,17.5,17,17,15.5,16.5,17.5,16,17,136,138.4727273,40,178.472727,179
2022A1PS1126P,P18N,0,0,17.5,14,17,14.5,14.5,17.5,15,17.5,127.5,129.8181818,13,142.818182,143
2022A1PS1571P,P18N,15.5,0,17.5,13.5,14,15,14.5,16.5,14.5,17.5,125,127.2727273,30.5,157.772727,158
2022A1PS1597P,P18N,15.5,0,17.5,16.5,17,15.5,0,17.5,15.5,17.5,132.5,134.9090909,31,165.909091,166
2022A2PS1060P,P18N,16,17.5,17.5,16,17,14.5,16.5,17.5,5.5,0,132.5,134.9090909,18,152.909091,153
2022A2PS1067P,P18N,15.5,17.5,17.5,15,17,15.5,0,0,15.5,17.5,131,133.3818182,18,151.381818,152
2022A2PS1123P,P18N,7.5,17.5,13.5,16,16.5,12.5,14.5,16.5,15.5,17.5,127.5,129.8181818,19.5,149.318182,150
2022A2PS1689P,P18N,8,16.5,15.5,17,17,0,13.5,17.5,15,17.5,129.5,131.8545455,19.5,151.354545,152
2022A3PS0329P,P18N,17,17.5,17.5,17,17.5,15,16.5,16.5,16,0,135.5,137.9636364,47,184.963636,185
2022A3PS0389P,P18N,15,16.5,17.5,17,16,14.5,15,0,16,17.5,130.5,132.8727273,48.5,181.372727,182
2022A3PS0458P,P18N,15,17.5,17.5,17,17.5,14.5,15.5,17.5,16,17.5,136,138.4727273,38.5,176.972727,177
2022A3PS0523P,P18N,17.5,16.5,17,5.5,0,17.5,16.5,17.5,17.5,15.5,135.5,137.9636364,28,165.963636,166
2022A4PS0660P,P18N,17,17.5,16.5,17.5,16.5,17,16.5,16,17.5,17.5,137,139.4909091,27,166.490909,167
2022A4PS0708P,P18N,17.5,17.5,17,17,17,10.5,16.5,14.5,17.5,15.5,135.5,137.9636364,27,164.963636,165
