ID,Section,Lab-01,Lab-02,Lab-03,Lab-04,Lab-05,Lab-06,Lab-07,Lab-08,Lab-09 (17.5),Lab-10,Best 8,Normalize,Compre quiz(60),Total,Total
2022AAPS0264P,P21N,14.5,17.5,16,17.5,17.5,17.5,5.5,0,17,16.5,134,134,42.5,176.5,177
2022AAPS0314P,P21N,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,5.5,16.5,137,137,42,179,179
2022ABPS1035P,P21N,16.5,16.5,16,17.5,17.5,17.5,17.5,17.5,0,16.5,137,137,11,148,148
2022B2PS1672P,P21N,0,16,17.5,16,14.5,17.5,16.5,0,16.5,16.5,131,131,11.5,142.5,143
2022B3PS0325P,P21N,16.5,17.5,15,17,17.5,17.5,17.5,17.5,5.5,0,136,136,40,176,176
2022B3PS0409P,P21N,14.5,17.5,17,17.5,15.5,17.5,17.5,17,17.5,17.5,139,139,37.5,176.5,177
2022B3PS0443P,P21N,0,16.5,14,17.5,17,17.5,17.5,17.5,0,5.5,123,123,26,149,149
2022B3PS0568P,P21N,12.5,17.5,16.5,17.5,15,17.5,17.5,17.5,5.5,16.5,135.5,135.5,33.5,169,169
2022B3PS0569P,P21N,16.5,17.5,17.5,17.5,16.5,17.5,17.5,17.5,5.5,16.5,138,138,48.5,186.5,187
2022B4PS0705P,P21N,17.5,15.5,17.5,17.5,14.5,0,16.5,5.5,17.5,15.5,132,132,40.5,172.5,173
2022B4PS1065P,P21N,17.5,15,17.5,17.5,14.5,17.5,17.5,17.5,16.5,17,138.5,138.5,35.5,174,174
2022B4PS1073P,P21N,17.5,16.5,17.5,16.5,17.5,17.5,17.5,17,16.5,17.5,138.5,138.5,28.5,167,167
2022B5PS0786P,P21N,17.5,16,14.5,17.5,14.5,17.5,17.5,17.5,16.5,15.5,135.5,135.5,34.5,170,170
2022B5PS0796P,P21N,16.5,10.5,17,16.5,13.5,0,16.5,17.5,16.5,15.5,129.5,129.5,19.5,149,149
2022B5PS0844P,P21N,17.5,15.5,17.5,15.5,16.5,0,5.5,0,16,15.5,119.5,119.5,34.5,154,154
2022B5PS1007P,P21N,17.5,17,15.5,15.5,14.5,17.5,0,5.5,16.5,17,131,131,29.5,160.5,161
2022B5PS1027P,P21N,17.5,15.5,17.5,14.5,,17.5,16.5,17,16.5,0,118,118,20,138,138
2022A1PS1104P,P22N,16.5,5.5,16.5,17.5,17.5,17.5,17.5,16.5,17.5,17.5,138,138,21.5,159.5,160
2022A1PS1162P,P22N,16.5,16.5,16.5,15,0,17.5,17.5,16.5,17.5,17.5,136,136,29,165,165
2022A1PS1322P,P22N,16,5.5,14.5,17.5,0,17.5,17.5,0,0,17.5,106,106,20,126,126
2022A1PS1340P,P22N,15.5,17.5,17.5,17.5,17.5,17.5,0,17.5,17.5,17.5,140,140,21,161,161
2022A1PS1343P,P22N,16.5,17.5,17.5,13.5,17.5,17.5,17.5,16.5,17.5,17.5,139,139,21,160,160
2022A1PS1356P,P22N,11.5,5.5,16.5,16.5,15.5,0,17.5,15,17.5,17.5,127.5,127.5,33.5,161,161
2022A1PS1360P,P22N,16.5,16.5,16.5,14.5,15.5,17.5,0,16.5,17.5,17.5,134,134,30.5,164.5,165
2022A1PS1610P,P22N,15.5,5.5,16.5,16,17.5,17.5,17.5,16.5,17.5,17.5,136.5,136.5,25,161.5,162
2022A2PS1336P,P22N,12.5,5.5,5.5,0,17.5,0,17.5,0,0,0,58.5,58.5,29.5,88,88
2022A2PS1355P,P22N,15,5.5,16.5,16.5,15.5,17.5,0,16.5,17.5,17.5,132.5,132.5,13,145.5,146
2022A2PS1622P,P22N,17,16.5,17.5,17.5,0,0,17.5,13.5,17.5,17.5,134.5,134.5,28.5,163,163
2022A2PS1651P,P22N,5.5,16.5,16.5,17.5,17.5,16.5,0,17.5,17.5,17.5,137,137,26.5,163.5,164
2022A2PS1664P,P22N,17.5,16.5,17.5,17.5,17.5,16.5,16.5,17.5,17.5,17.5,139,139,14,153,153
2022A3PS1196P,P22N,17.5,17.5,17.5,17.5,15.5,16.5,16.5,17.5,17.5,17.5,139,139,43.5,182.5,183
2022A3PS1198P,P22N,17.5,17.5,0,17.5,17.5,0,16.5,16.5,17.5,17.5,138,138,39.5,177.5,178
2022A3PS1205P,P22N,17.5,16.5,16,17.5,17.5,16.5,0,17.5,17.5,0,136.5,136.5,32.5,169,169
2022A3PS1206P,P22N,17.5,16.5,17,17.5,16,16.5,16.5,17.5,17.5,17.5,137.5,137.5,40.5,178,178
2022A3PS1207P,P22N,17.5,16.5,17,17.5,17.5,0,16.5,16.5,17.5,17.5,137.5,137.5,26,163.5,164
2022A3PS1212P,P22N,17.5,16.5,17,17.5,15.5,16.5,0,17.5,17.5,17.5,137.5,137.5,36.5,174,174
2022A3PS1220P,P22N,0,17.5,17.5,17.5,15.5,16.5,16.5,17.5,17.5,17.5,138,138,23,161,161
2022A3PS1224P,P22N,16.5,5.5,16.5,17.5,17.5,16.5,16.5,0,17.5,17.5,136,136,27.5,163.5,164
2022A3PS1226P,P22N,16.5,14,16.5,0,0,0,16.5,17.5,17,0,98,98,22.5,120.5,121
2022A3PS1227P,P22N,17.5,14,17.5,16,17.5,13.5,0,17.5,17,0,130.5,130.5,28.5,159,159
2022A4PS0947P,P22N,17.5,15,5.5,0,17.5,0,13.5,0,0,0,69,69,69,69,
2022A4PS1295P,P22N,15.5,17,16.5,17,16.5,13.5,0,17.5,17.5,0,131,131,28,159,159
2022A4PS1365P,P22N,12.5,15.5,17.5,14.5,16.5,0,13.5,0,17,0,107,107,7.5,114.5,115
2022A7PS0053P,P22N,17.5,16,17.5,16.5,16.5,0,0,13.5,17.5,0,115,115,19.5,134.5,135
2022A7PS1171P,P22N,12.5,13.5,17.5,14.5,16.5,14.5,0,17.5,0,0,106.5,106.5,32.5,139,139
2022A7PS1172P,P22N,12.5,17.5,17.5,17,17.5,0,0,13.5,17,17.5,130,130,10,140,140
2022A7PS1183P,P22N,16.5,17.5,17.5,16.5,0,0,14.5,17.5,17.5,0,117.5,117.5,5.5,123,123
2022A7PS1184P,P22N,17,17.5,16.5,17.5,17.5,17.5,0,0,17.5,0,121,121,21,142,142
2022A8PS1243P,P22N,14.5,17.5,17.5,0,14.5,17.5,0,17,0,16.5,115,115,24,139,139
2022A8PS1245P,P22N,0,5.5,17.5,17.5,17.5,17.5,17.5,17.5,17,16.5,138.5,138.5,34,172.5,173
2022A8PS1249P,P22N,14.5,17.5,16.5,17.5,17.5,17.5,17.5,0,17,17.5,138.5,138.5,33.5,172,172
2022A8PS1250P,P22N,0,17.5,15.5,17.5,0,13.5,17.5,17.5,17,16.5,132.5,132.5,38.5,171,171
2022A8PS1260P,P22N,16.5,17.5,16.5,17.5,15.5,17.5,17.5,17.5,17,16.5,137.5,137.5,26,163.5,164
2022AAPS0266P,P22N,0,17.5,16,17.5,15.5,17.5,13.5,17.5,17,16.5,135,135,40.5,175.5,176
2022AAPS1191P,P22N,5.5,17.5,16.5,17.5,17.5,17.5,17.5,17.5,0,0,127,127,25.5,152.5,153
2022AAPS1192P,P22N,15.5,17.5,5.5,5.5,13.5,17.5,17.5,0,0,17.5,110,110,28.5,138.5,139
2022ABPS1590P,P22N,15.5,14.5,16,16.5,0,14,17.5,0,16.5,16.5,127,127,0,127,127
2022ABPS1608P,P22N,13.5,5.5,5.5,0,15.5,17.5,17.5,17.5,16.5,0,109,109,19.5,128.5,129
2022B1PS1359P,P22N,16.5,16,17.5,17,0,0,14,0,0,17.5,98.5,98.5,20,118.5,119
2022B1PS1648P,P22N,17.5,16.5,17.5,17.5,17.5,17.5,17.5,17,17.5,17.5,140,140,17,157,157
2022B2PS1338P,P22N,16.5,16.5,17.5,17.5,17.5,17.5,0,17.5,17.5,17.5,139,139,31.5,170.5,171
2022B2PS1361P,P22N,16.5,16,17.5,17,17.5,0,17.5,17.5,16.5,0,136,136,20.5,156.5,157
2022B2PS1632P,P22N,16.5,16.5,17.5,16.5,17.5,17.5,17.5,0,17.5,17.5,138,138,35.5,173.5,174
2022B3PS1266P,P22N,16.5,16,17.5,17,17.5,17.5,0,0,15.5,0,117.5,117.5,31,148.5,149
2022B3PS1268P,P22N,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17,17.5,0,138.5,138.5,35,173.5,174
2022B4PS1318P,P22N,16.5,16,17.5,17.5,17.5,17.5,17.5,17.5,16.5,0,138,138,27,165,165
2022B4PS1320P,P22N,5.5,5.5,0,17.5,17.5,0,17.5,16.5,16.5,17.5,114,114,9,123,123
2022B5PS1298P,P22N,16.5,16.5,17.5,16.5,17.5,17.5,17.5,17,16.5,17.5,137.5,137.5,32,169.5,170
2022B5PS1309P,P22N,17.5,16.5,17.5,17.5,17.5,17.5,0,17,0,17.5,138.5,138.5,22.5,161,161
2022B5PS1317P,P22N,17.5,16.5,17.5,16.5,17.5,17.5,12,14,16.5,17.5,137,137,17.5,154.5,155
2022A1PS1316P,P23N,17,16.5,5.5,0,0,0,0,0,0,0,39,39.13978495,22,61.1397849,62
2022A1PS1325P,P23N,16.5,16.5,17,17.5,17,17,13.5,14.5,15,13.5,131,131.4695341,18,149.469534,150
2022A1PS1330P,P23N,16,13,16.5,16.5,17,17,5.5,15,15.5,16.5,130,130.4659498,15,145.46595,146
2022A1PS1339P,P23N,17,17.5,16.5,15,17,17,16.5,17.5,17.5,17.5,137.5,137.9928315,14.5,152.492832,153
2022A1PS1353P,P23N,16.5,13.5,17.5,15.5,15,0,16.5,13.5,15.5,17.5,127.5,127.9569892,15,142.956989,143
2022A1PS1667P,P23N,16.5,14.5,17,15.5,17,17.5,5.5,0,17.5,17.5,133,133.4767025,17,150.476703,151
2022A2PS1623P,P23N,17.5,17.5,17.5,17.5,16.5,17.5,5.5,16,15.5,17.5,137.5,137.9928315,30,167.992832,168
2022A2PS1655P,P23N,16.5,17.5,17.5,5.5,0,17.5,17,16.5,17.5,17.5,137.5,137.9928315,25.5,163.492832,164
2022A2PS1657P,P23N,16.5,5.5,17.5,12,0,17,5,0,15.5,17.5,106.5,106.8817204,25.5,132.38172,133
2022A2PS1661P,P23N,16.5,11.5,17.5,15.5,17,17.5,16,16,15.5,17.5,133.5,133.9784946,18.5,152.478495,153
2022A2PS1670P,P23N,17.5,17,17.5,15.5,17,17.5,17,16.5,17.5,17.5,138.5,138.9964158,29.5,168.496416,169
2022A2PS1701P,P23N,17.5,14.5,16.5,10,9.5,17,9.5,12.5,17,0,114.5,114.9103943,12.5,127.410394,128
2022A3PS1197P,P23N,17.5,17.5,17.5,16.5,17,17.5,17,0,15.5,17.5,138,138.4946237,33.5,171.994624,172
2022A3PS1199P,P23N,17.5,15.5,17.5,9.5,16.5,17,15.5,16.5,17.5,17.5,135.5,135.9856631,26,161.985663,162
2022A3PS1200P,P23N,17.5,14.5,17.5,17.5,16.5,17.5,17,16.5,15.5,17.5,137.5,137.9928315,26.5,164.492832,165
2022A3PS1211P,P23N,16.5,13.5,17,10,17,17,5.5,0,5,17.5,114,114.4086022,37,151.408602,152
2022A3PS1218P,P23N,17.5,17.5,17.5,17.5,17,17.5,15.5,17.5,17,17.5,139.5,140,31,171,171
2022A3PS1228P,P23N,17,17.5,17.5,17.5,17,17,17,16.5,15.5,15.5,137,137.4910394,43,180.491039,181
2022A3PS1231P,P23N,17.5,11.5,16.5,17.5,17.5,17.5,17.5,16.5,17,17.5,138.5,138.9964158,27,165.996416,166
2022A4PS1273P,P23N,16,17.5,17.5,15,17,17.5,0,16.5,17.5,17,136.5,136.9892473,44.5,181.489247,182
2022A4PS1274P,P23N,17.5,0,17.5,16.5,17,17.5,5.5,16,15.5,14.5,132,132.4731183,19,151.473118,152
2022A4PS1275P,P23N,17,17.5,17.5,13.5,17,17.5,16.5,16.5,15.5,17.5,137,137.4910394,38.5,175.991039,176
2022A4PS1281P,P23N,16.5,17.5,0,11.5,0,17.5,14.5,16.5,15,17.5,126.5,126.953405,26.5,153.453405,154
2022A4PS1296P,P23N,16.5,17.5,17,13.5,17,5.5,0,15.5,15.5,17.5,130,130.4659498,24,154.46595,155
2022A7PS1169P,P23N,5,2.5,15.5,13,3.5,17.5,16,13.5,13.5,15,109,109.390681,42.5,151.890681,152
2022A7PS1170P,P23N,17.5,5.5,0,17.5,17,17.5,14.5,0,0,17.5,107,107.3835125,26,133.383513,134
2022A7PS1176P,P23N,17,17.5,17.5,17.5,17,17.5,5.5,5.5,17.5,17.5,139,139.4982079,49,188.498208,189
2022A7PS1181P,P23N,17.5,17.5,17.5,17.5,17,17.5,17,16.5,5.5,15.5,138,138.4946237,39.5,177.994624,178
2022A7PS1188P,P23N,13.5,0,17.5,16,17,16.5,16.5,16.5,17.5,17.5,135,135.483871,50.5,185.983871,186
2022A8PS1238P,P23N,17.5,17.5,17.5,17.5,17.5,17.5,5.5,16,15.5,17.5,138.5,138.9964158,42.5,181.496416,182
2022A8PS1240P,P23N,17,12.5,16,17.5,17,17,5.5,12,15.5,17.5,130,130.4659498,20,150.46595,151
2022A8PS1241P,P23N,16,17.5,17.5,15.5,17,0,5.5,0,17,17.5,123.5,123.9426523,33,156.942652,157
2022A8PS1246P,P23N,16.5,16.5,17.5,15,17,17.5,17,14.5,13,17.5,134.5,134.9820789,42.5,177.482079,178
2022A8PS1248P,P23N,16.5,11.5,17.5,15.5,17,17.5,16,15.5,15.5,17.5,133,133.4767025,37,170.476703,171
2022A8PS1256P,P23N,17.5,17.5,17.5,15.5,17.5,17.5,16.5,15.5,17.5,17.5,139,139.4982079,43,182.498208,183
2022A8PS1262P,P23N,16.5,17.5,15.5,17.5,5.5,17,16.5,16,17.5,17.5,136,136.4874552,25.5,161.987455,162
2022B1PS1337P,P23N,5.5,0,0,17.5,17,15,11.5,16.5,0,17.5,100.5,100.8602151,22,122.860215,123
2022B1PS1626P,P23N,16,17.5,17,14.5,17.5,17.5,0,16,17.5,17.5,136.5,136.9892473,14,150.989247,151
2022B2PS1333P,P23N,17.5,17.5,17.5,9,17,17,16.5,16.5,0,17.5,137,137.4910394,34.5,171.991039,172
2022B2PS1363P,P23N,17,17,16.5,17.5,17.5,17.5,17,16,15.5,17.5,137.5,137.9928315,24,161.992832,162
2022B2PS1583P,P23N,16.5,17.5,17.5,16.5,17,17.5,16.5,16.5,17.5,17.5,137.5,137.9928315,28,165.992832,166
2022B2PS1594P,P23N,16,17.5,16.5,12,17,17.5,5.5,16.5,15.5,15,131.5,131.9713262,20,151.971326,152
2022B2PS1601P,P23N,17,11.5,17.5,15.5,17,0,16,16.5,17.5,17.5,134.5,134.9820789,23,157.982079,158
2022B2PS1618P,P23N,17.5,16.5,16.5,14,17,17.5,16.5,15.5,17.5,17.5,136.5,136.9892473,23.5,160.489247,161
2022B2PS1620P,P23N,17.5,12.5,0,17.5,17,17.5,16.5,16.5,17.5,14.5,134.5,134.9820789,31,165.982079,166
2022B2PS1625P,P23N,15.5,17.5,0,11.5,15.5,17.5,16.5,17,15.5,0,126.5,126.953405,19,145.953405,146
2022B2PS1707P,P23N,15.5,14.5,17.5,17.5,17,0,17,17.5,17.5,17.5,137,137.4910394,28,165.491039,166
2022B3PS0267P,P23N,17.5,17.5,17.5,17,17.5,17.5,5,16.5,17.5,17.5,139.5,140,43,183,183
2022B3PS1259P,P23N,17.5,17.5,17.5,17.5,17,17.5,0,16,15.5,17.5,138,138.4946237,27.5,165.994624,166
2022B4PS1282P,P23N,17.5,17.5,17.5,15.5,17,17.5,17.5,16.5,17.5,17.5,139.5,140,37.5,177.5,178
2022B5PS1319P,P23N,16.5,17.5,17.5,16,17,17.5,5.5,16.5,16.5,17.5,136.5,136.9892473,22.5,159.489247,160
2022B5PS1321P,P23N,16.5,17.5,17.5,15.5,17,17.5,0,14.5,5.5,16.5,132.5,132.9749104,13.5,146.47491,147
2022A1PS1666P,P24N,17,16,0,17,17.5,17,0,16,15.5,17,133,133.4767025,20.5,153.976703,154
2022A2PS1012P,P24N,17.5,17,16.5,17.5,17.5,0,17,16.5,15,17.5,137,137.4910394,15.5,152.991039,153
2022A2PS1030P,P24N,17.5,17,17,17.5,17.5,17,17,16,15.5,0,136.5,136.9892473,7.5,144.489247,145
2022A2PS1116P,P24N,0,0,0,0,0,0,0,16.5,17.5,17.5,51.5,51.68458781,23.5,75.1845878,76
2022A2PS1737P,P24N,0,0,0,0,8.5,0,12,12.5,15.5,17,65.5,65.73476703,20.5,86.234767,87
2022A3PS0023P,P24N,16.5,17,16,5.5,17,17,17,0,15.5,17,133,133.4767025,16,149.476703,150
2022A3PS0445P,P24N,15,17,15.5,13.5,0,16,0,17.5,13.5,0,108,108.3870968,18,126.387097,127
2022A4PS0868P,P24N,0,17,17.5,17.5,17.5,17.5,17.5,17.5,15.5,17.5,139.5,140,28,168,168
2022A5PS1455P,P24N,0,12.5,16,0,11.5,0,0,0,0,0,40,40.14336918,11.5,51.6433692,52
2022A5PS1464P,P24N,17,17,16.5,17.5,17.5,17,10,16,13.5,17.5,136,136.4874552,12.5,148.987455,149
2022A7PS0001P,P24N,15.5,16.5,14,17.5,17.5,15.5,17.5,15,17.5,16,133.5,133.9784946,41.5,175.478495,176
2022A7PS0002P,P24N,17,5.5,0,0,0,0,0,0,0,0,22.5,22.58064516,,22.5806452,23
2022A7PS0005P,P24N,16.5,16.5,14,17.5,0,0,17,15.5,17.5,17.5,132,132.4731183,33,165.473118,166
2022A7PS0009P,P24N,16.5,16.5,0,0,17.5,0,17,15,17.5,16,116,116.4157706,32.5,148.915771,149
2022A7PS0010P,P24N,17,16.5,15.5,17.5,17.5,17.5,17.5,17.5,17.5,17,139,139.4982079,32,171.498208,172
2022A7PS0011P,P24N,17,16.5,15.5,17.5,17.5,17,17.5,15.5,17.5,17,137.5,137.9928315,32,169.992832,170
2022A7PS0054P,P24N,0,17.5,14,17.5,17,15,16,15.5,17.5,17.5,133.5,133.9784946,9.5,143.478495,144
2022A7PS0089P,P24N,17.5,15.5,17,17.5,17.5,17,17.5,0,17.5,17.5,139,139.4982079,42.5,181.998208,182
2022A7PS0137P,P24N,16.5,14.5,17,17.5,17,17,0,15,0,17.5,132,132.4731183,41,173.473118,174
2022A8PS1244P,P24N,16.5,16.5,15,17.5,17.5,0,17,15.5,17.5,17,135,135.483871,37.5,172.983871,173
2022A8PS1560P,P24N,17.5,14,17.5,17,17.5,16.5,0,17.5,17,0,134.5,134.9820789,28.5,163.482079,164
2022AAPS0243P,P24N,0,16.5,17.5,17.5,17.5,17,0,17.5,16.5,17,137,137.4910394,40.5,177.991039,178
2022B1PS0991P,P24N,16.5,17,0,16.5,17.5,16.5,15,16.5,16,17,133.5,133.9784946,22,155.978495,156
2022B1PS1098P,P24N,17.5,17.5,17.5,17.5,17,0,15.5,17.5,17.5,0,137.5,137.9928315,31.5,169.492832,170
2022B1PS1102P,P24N,16.5,10,17.5,16.5,17.5,16.5,15,17.5,17.5,16,135.5,135.9856631,35.5,171.485663,172
2022B2PS0970P,P24N,10,17,17.5,17,17.5,0,17.5,17.5,17.5,16.5,138,138.4946237,16,154.494624,155
2022B2PS1164P,P24N,17,14,17.5,17.5,17.5,16.5,15,17.5,17.5,0,136,136.4874552,30,166.487455,167
2022B2PS1335P,P24N,16.5,15,17.5,17,14.5,16,15.5,17.5,16,0,131,131.4695341,0,131.469534,132
2022B2PS1692P,P24N,16.5,15,17.5,17,17.5,16.5,15,16.5,16.5,0,133,133.4767025,24.5,157.976703,158
2022B2PS1752P,P24N,15,11,17.5,17,17.5,17.5,0,0,17,17,129.5,129.9641577,16.5,146.464158,147
2022B2TS1535P,P24N,10,17,17,17.5,17.5,15.5,17,17.5,17,17.5,138,138.4946237,21.5,159.994624,160
2022B3PS0464P,P24N,15,16.5,16,0,17.5,15,15,17,17,16,130,130.4659498,26,156.46595,157
2022B3PS0469P,P24N,10,14,15.5,17,16.5,15,16,12,0,17,123,123.4408602,42,165.44086,166
2022B3PS0480P,P24N,0,0,0,0,9.5,15,17,11.5,17,0,70,70.25089606,29.5,99.7508961,100
2022B3PS0496P,P24N,15.5,17,17,17.5,14.5,14.5,17,11.5,0,16.5,129.5,129.9641577,29,158.964158,159
2022B3PS0509P,P24N,10,17.5,17,17.5,17.5,15.5,17.5,11.5,0,17.5,131.5,131.9713262,29,160.971326,161
2022B3PS0521P,P24N,17.5,17.5,15.5,17.5,17.5,15.5,17.5,11.5,7.5,16.5,135,135.483871,24,159.483871,160
2022B3PS0553P,P24N,17.5,17.5,0,17.5,17,15,17.5,11.5,7.5,16.5,130,130.4659498,19.5,149.96595,150
2022B3PS0607P,P24N,17,17.5,0,0,17.5,16.5,17.5,11.5,16.5,16.5,130.5,130.9677419,32.5,163.467742,164
2022B3PS0613P,P24N,14.5,16.5,0,17.5,13.5,14,17,11.5,12.5,17,122.5,122.9390681,32.5,155.439068,156
2022B3PS0629P,P24N,15.5,14,17,17.5,17.5,0,17,11,16.5,15.5,130.5,130.9677419,25.5,156.467742,157
2022B4PS0632P,P24N,17.5,16,17,17,9.5,17.5,17.5,11.5,16.5,15.5,134.5,134.9820789,24,158.982079,159
2022B4PS1081P,P24N,17.5,17,16,17,17,17.5,17.5,11.5,16.5,17.5,137.5,137.9928315,26.5,164.492832,165
2022B5PS0395P,P24N,17.5,17,16.5,17.5,17,17.5,17,11.5,16.5,15.5,136.5,136.9892473,46.5,183.489247,184
2022B5PS0533P,P24N,17.5,13.5,17,17,17.5,17.5,0,11.5,16.5,0,128,128.4587814,26,154.458781,155
2022B5PS0665P,P24N,17.5,16,17,15.5,16,17,0,0,16.5,17.5,133,133.4767025,41,174.476703,175
2022B5PS0761P,P24N,17,15.5,16.5,17,11,17.5,0,11.5,16.5,0,122.5,122.9390681,40.5,163.439068,164
2022B5PS0767P,P24N,17.5,0,17,16.5,17,17.5,0,11.5,12.5,15.5,125,125.4480287,29.5,154.948029,155
2022B5PS0877P,P24N,17.5,17.5,0,16.5,14,17,17,11,0,0,110.5,110.8960573,30,140.896057,141
2022B5PS0894P,P24N,17.5,17,16.5,17,17.5,17.5,0,0,16.5,17.5,137,137.4910394,32.5,169.991039,170
2022B5PS1026P,P24N,0,17,13.5,16.5,15,0,0,0,0,0,62,62.22222222,17.5,79.7222222,80
2022A1PS0841P,P2N,0,16.5,14.5,17.5,16.5,16.5,0,14.5,0,16,112,112.8057554,38.5,151.305755,152
2022A1PS1069P,P2N,15,0,0,15,5.5,15.5,0,13,0,17,81,81.58273381,13.5,95.0827338,96
2022A1PS1695P,P2N,11.5,17.5,17.5,16.5,17.5,17.5,15,16.5,15.5,17,135.5,136.4748201,33.5,169.97482,170
2022A2PS0851P,P2N,15,17,17.5,16,0,17.5,16.5,17.5,15.5,17,134.5,135.4676259,26.5,161.967626,162
2022A2PS1055P,P2N,17,17.5,17,17.5,16.5,17.5,17.5,16.5,16,5,137,137.9856115,35,172.985612,173
2022A2PS1143P,P2N,16,13.5,14.5,17,16.5,17.5,3.5,17.5,12.5,16.5,129,129.9280576,20,149.928058,150
2022A2PS1159P,P2N,16.5,17.5,17.5,17.5,16.5,17.5,13,16.5,9.5,17,136.5,137.4820144,17,154.482014,155
2022A2PS1675P,P2N,8,17.5,17.5,15.5,16.5,17,14.5,16.5,16,16,132.5,133.4532374,24,157.453237,158
2022A3PS0260P,P2N,16,17.5,0,14.5,16.5,17.5,15.5,16.5,15.5,16,131,131.942446,47.5,179.442446,180
2022A3PS0406P,P2N,16,17.5,17.5,17.5,16.5,17.5,16.5,16.5,15,17,136.5,137.4820144,29,166.482014,167
2022A3PS0450P,P2N,16,17.5,15,16,16.5,15.5,16.5,16.5,15,17,131.5,132.4460432,41,173.446043,174
2022A3PS0500P,P2N,17,14.5,14,17.5,16.5,0,16.5,16,0,16.5,128.5,129.4244604,15,144.42446,145
2022A4PS0015P,P2N,16,17.5,16.5,17.5,16,13,16.5,17.5,17.5,16.5,135.5,136.4748201,32,168.47482,169
2022A4PS0485P,P2N,16.5,14.5,14.5,17.5,5.5,16,5.5,0,0,16.5,106.5,107.2661871,23.5,130.766187,131
2022A4PS0680P,P2N,17,17.5,14.5,17.5,14,15,16.5,15,17.5,16.5,132.5,133.4532374,9.5,142.953237,143
2022A4PS0725P,P2N,16.5,17.5,16,17.5,17,0,16,17.5,17.5,16.5,136,136.9784173,24.5,161.478417,162
2022A4PS0747P,P2N,17,15.5,17,14.5,0,15,0,17.5,16.5,17,130,130.9352518,41,171.935252,172
2022A4PS0782P,P2N,15,11.5,14,0,0,8,15.5,13,17.5,14,108.5,109.2805755,0.5,109.780576,110
2022A4PS0808P,P2N,16.5,11.5,15.5,17.5,17,17,16.5,14,16.5,17,133.5,134.4604317,34,168.460432,169
2022A4PS0897P,P2N,12,14.5,14.5,17.5,16.5,15,16.5,0,17.5,16.5,128.5,129.4244604,18,147.42446,148
2022A4PS0902P,P2N,16,15.5,17.5,15.5,17.5,17.5,17.5,17.5,17.5,4.5,136.5,137.4820144,14.5,151.982014,152
2022A4PS1563P,P2N,17.5,15,16.5,15.5,17.5,16.5,17,17.5,17.5,5,135.5,136.4748201,27,163.47482,164
2022A5PS1419P,P2N,14,13.5,17.5,13.5,17.5,16.5,17,17.5,16.5,5,130,130.9352518,24,154.935252,155
2022A5PS1425P,P2N,9,14,15.5,16,16.5,17.5,17,17.5,16.5,5,130.5,131.4388489,17,148.438849,149
2022A5PS1460P,P2N,11.5,11.5,16.5,0,16.5,17.5,17.5,17.5,16,0,124.5,125.3956835,3,128.395683,129
2022A7PS0012P,P2N,15.5,15.5,17.5,16,17.5,16.5,17,17.5,17.5,4.5,135,135.971223,36,171.971223,172
2022A7PS0016P,P2N,11.5,17.5,17.5,17,14.5,16.5,17,17.5,17.5,16.5,137,137.9856115,32.5,170.485612,171
2022A7PS0155P,P2N,17.5,14,16.5,16.5,17.5,16.5,17,17.5,17,5,136,136.9784173,26,162.978417,163
2022A7PS0175P,P2N,14.5,14,17.5,15.5,17.5,17.5,15,17.5,17.5,5,132.5,133.4532374,43,176.453237,177
2022A7PS0185P,P2N,14,17.5,5.5,0,0,0,0,0,0,0,37,37.26618705,24,61.2661871,62
2022AAPS0211P,P2N,13,17.5,14,17.5,16.5,16.5,0,0,10.5,4.5,110,110.7913669,17.5,128.291367,129
2022AAPS0232P,P2N,13,17.5,16.5,17.5,17.5,17.5,17.5,17.5,15,16,137.5,138.4892086,27.5,165.989209,166
2022AAPS0292P,P2N,15,17.5,16.5,17.5,14.5,17,17.5,17.5,5.5,16,134.5,135.4676259,39.5,174.967626,175
2022ABPS1093P,P2N,17.5,17.5,16,17.5,14.5,17.5,17.5,16.5,5.5,16.5,136.5,137.4820144,28,165.482014,166
2022B1PS0940P,P2N,12.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,5.5,16.5,139,140,28,168,168
2022B1PS1088P,P2N,17.5,17.5,16,14.5,17.5,0,0,16.5,16,16,131.5,132.4460432,41,173.446043,174
2022B1PS1124P,P2N,13,17.5,15.5,17.5,13.5,15.5,17.5,0,15.5,16,128.5,129.4244604,16,145.42446,146
2022B2PS0653P,P2N,17,16.5,16.5,14.5,17.5,13.5,17.5,16.5,0,17,133,133.9568345,29.5,163.456835,164
2022B2PS1117P,P2N,14.5,16.5,16.5,16,14.5,17.5,17.5,15.5,0,17,131,131.942446,23.5,155.442446,156
2022B2PS1693P,P2N,9.5,16.5,14.5,14.5,16.5,0,0,5.5,0,14.5,91.5,92.15827338,17,109.158273,110
2022B4PS0585P,P2N,17,15.5,17.5,17.5,17.5,17.5,17.5,9.5,16.5,16.5,137.5,138.4892086,35,173.489209,174
2022B4PS1744P,P2N,0,0,17.5,16.5,17.5,17.5,17.5,12,16,16,130.5,131.4388489,8,139.438849,140
